Name,Sys_name,Chromosome,ORF_Start,ORF_End,TSS_stein_Start,TSS_stein_End,TSS_park_Start,TSS_park_End,Prom_len
GCN2,YDR283C,4,1030049,1025070,1030285,1024949,1030268,1024879,185
DPP1,YDR284C,4,1031419,1030550,1031700,1030470,1031700,1030463,1000
ZIP1,YDR285W,4,1032436,1035063,1033393,1035225,1031954,1035216,1000
YDR286C,YDR286C,4,1035575,1035231,1035581,1035145,1035805,1035139,372
INM2,YDR287W,4,1035995,1036873,1035953,1036959,1035963,1037229,372
NSE3,YDR288W,4,1037195,1038106,1037180,1038190,1037149,1038265,221
RTT103,YDR289C,4,1039509,1038280,1039564,1038210,1039564,1038073,157
YDR290W,YDR290W,4,1039370,1039699,NaN,NaN,NaN,NaN,NaN
HRQ1,YDR291W,4,1039728,1042961,1039721,1043169,1039690,1043009,157
SRP101,YDR292C,4,1045011,1043146,1045143,1043067,1045138,1043067,262
SSD1,YDR293C,4,1049392,1045640,1050245,1045405,1049446,1045319,163
DPL1,YDR294C,4,1052228,1050459,1052266,1050408,1052297,1050408,276
HDA2,YDR295C,4,1054647,1052623,1054910,1052542,1054910,1052542,249
MHR1,YDR296W,4,1055212,1055892,1055159,1055979,1055157,1055979,249
SUR2,YDR297W,4,1056551,1057600,1056510,1057763,1056515,1057770,531
ATP5,YDR298C,4,1058814,1058176,1058968,1057999,1058975,1057999,609
BFR2,YDR299W,4,1059627,1061231,1059577,1061325,1059592,1061322,609
PRO1,YDR300C,4,1062791,1061505,1062847,1061395,1062866,1061395,449
CFT1,YDR301W,4,1063352,1067425,1063296,1067555,1063277,1067559,449
GPI11,YDR302W,4,1067731,1068390,1067688,1068463,1067669,1068463,133
RSC3,YDR303C,4,1071386,1068729,1071678,1068614,1071678,1068614,130
CPR5,YDR304C,4,1072557,1071880,1072587,1071808,1072586,1071806,94
HNT2,YDR305C,4,1073488,1072746,1074108,1072681,1073462,1072681,1000
YDR306C,YDR306C,4,1075171,1073735,1075223,1073640,1075223,1073716,583
YDR307W,YDR307W,4,1075865,1077853,1075806,1077993,1075806,1077860,583
SRB7,YDR308C,4,1078449,1078027,1078490,1077888,1078490,1077919,541
GIC2,YDR309C,4,1080199,1079048,1080249,1079031,1080249,1078684,685
SUM1,YDR310C,4,1084316,1081128,1084594,1080934,1084594,1080940,446
TFB1,YDR311W,4,1085065,1086993,1085040,1087095,1085067,1087095,446
SSF2,YDR312W,4,1087581,1088942,1087549,1089041,1087549,1089124,454
PIB1,YDR313C,4,1090079,1089219,1090167,1089041,1090167,1089041,159
RAD34,YDR314C,4,1092511,1090433,1092563,1090326,1092546,1090168,43
IPK1,YDR315C,4,1093586,1092741,1093633,1092606,1093587,1092668,107
OMS1,YDR316W,4,1093763,1095178,1093740,1095257,1093759,1095257,107
HIM1,YDR317W,4,1102184,1103428,1102133,1103509,1102161,1103514,1000
MCM21,YDR318W,4,1103758,1104947,1103742,1105085,1103686,1105057,233
YDR319C,YDR319C,4,1105827,1105003,1105906,1104929,1105874,1104929,98
SWA2,YDR320C,4,1108101,1106095,1108126,1106004,1108108,1106007,75
ASP1,YDR321W,4,1108702,1109847,1108671,1109952,1108671,1109998,150
MRPL35,YDR322W,4,1110589,1111692,1110563,1111786,1110578,1111786,606
PEP7,YDR323C,4,1114027,1112480,1114057,1112333,1114057,1112299,195
UTP4,YDR324C,4,1116763,1114433,1116732,1114252,1116703,1114253,382
YCG1,YDR325W,4,1117126,1120233,1117114,1120250,1117109,1120297,382
YSP2,YDR326C,4,1124925,1120609,1125118,1120486,1125113,1120465,123
YDR327W,YDR327W,4,1125302,1125628,NaN,NaN,NaN,NaN,NaN
SKP1,YDR328C,4,1126018,1125434,1126085,1125241,1126056,1125232,112
PEX3,YDR329C,4,1127595,1126270,1127621,1126197,1127617,1126205,192
UBX5,YDR330W,4,1127872,1129374,1127813,1129581,1127800,1129566,192
GPI8,YDR331W,4,1129588,1130823,1129567,1130952,1129549,1130894,1000
IRC3,YDR332W,4,1131001,1133070,1130976,1133149,1130976,1133143,24
YDR333C,YDR333C,4,1135431,1133260,1135465,1133044,1135435,1133037,265
SWR1,YDR334W,4,1135932,1140476,1135730,1140514,1135692,1140592,265
MSN5,YDR335W,4,1141168,1144842,1140811,1144932,1140811,1144932,297
YDR336W,YDR336W,4,1145092,1146036,1145075,1146097,1145253,1146130,143
MRPS28,YDR337W,4,1146319,1147179,1146270,1147231,1146270,1147245,173
YDR338C,YDR338C,4,1149466,1147379,1149525,1147245,1149525,1147255,337
FCF1,YDR339C,4,1150520,1149951,1150541,1149862,1150531,1149872,1000
YDR340W,YDR340W,4,1150881,1151183,NaN,NaN,NaN,NaN,NaN
YDR341C,YDR341C,4,1153626,1151803,1153647,1151712,1153662,1151639,418
HXT7,YDR342C,4,1155928,1154216,1156019,1154065,1156014,1154081,1000
HXT6,YDR343C,4,1161320,1159608,NaN,NaN,NaN,1159464,NaN
YDR344C,YDR344C,4,1162449,1162006,NaN,NaN,NaN,NaN,NaN
HXT3,YDR345C,4,1164660,1162957,1164692,1162816,1164692,1162813,1000
SVF1,YDR346C,4,1168659,1167214,1168816,1166922,1168816,1166938,298
MRP1,YDR347W,4,1169178,1170143,1169114,1170260,1169114,1170260,298
YDR348C,YDR348C,4,1171825,1170326,1172024,1170152,1172024,1170146,240
YPS7,YDR349C,4,1174176,1172386,1174276,1172264,1174258,1172217,1000
ATP22,YDR350C,4,1178174,1176120,1178202,1176045,1178202,1176032,242
SBE2,YDR351W,4,1178666,1181260,1178444,1181404,1178445,1181409,242
YDR352W,YDR352W,4,1181801,1182754,1181623,1182991,1181623,1182983,219
TRR1,YDR353W,4,1183299,1184258,1183251,1184337,1183251,1184337,260
TRP4,YDR354W,4,1184747,1185889,1184671,1185958,1184621,1185958,334
YDR355C,YDR355C,4,1186369,1186067,NaN,NaN,NaN,NaN,NaN
SPC110,YDR356W,4,1186107,1188941,1186080,1189215,1186037,1189268,122
CNL1,YDR357C,4,1189567,1189199,1189657,1189132,1189720,1189150,350
GGA1,YDR358W,4,1190059,1191732,1190007,1191910,1190007,1191893,350
EAF1,YDR359C,4,1194884,1191936,1195150,1191815,1194879,1191753,11
OPI7,YDR360W,4,1194598,1195032,NaN,NaN,NaN,NaN,NaN
BCP1,YDR361C,4,1196263,1195412,1196295,1195161,1196297,1195161,333
TFC6,YDR362C,4,1198697,1196679,1198801,1196628,1198807,1196628,206
ESC2,YDR363W,4,1199183,1200553,1199007,1201372,1199034,1200721,206
CDC40,YDR364C,4,1204210,1202843,1204233,1202440,1204243,1202569,177
ESF1,YDR365C,4,1206383,1204497,1206447,1204410,1206453,1204410,1000
YDR366C,YDR366C,4,1212836,1212438,NaN,NaN,1212899,1212244,NaN
KEI1,YDR367W,4,1212848,1213614,1212802,1213654,1212768,1213675,1000
YPR1,YDR368W,4,1213904,1214842,1213853,1215004,1213853,1215004,199
XRS2,YDR369C,4,1217580,1215016,1217612,1214910,1217603,1214910,118
YDR370C,YDR370C,4,1219110,1217782,1219120,1217730,1219110,1217728,233
CTS2,YDR371W,4,1219413,1220948,1219353,1221076,1219350,1221056,233
VPS74,YDR372C,4,1222149,1221112,1222423,1220959,1222412,1220967,262
FRQ1,YDR373W,4,1222759,1223331,1222685,1223381,1222646,1223457,262
YDR374C,YDR374C,4,1224394,1223474,NaN,NaN,NaN,1223368,NaN
BCS1,YDR375C,4,1226536,1225166,1226557,1225108,1226536,1225094,202
ARH1,YDR376W,4,1226822,1228303,1226759,1228375,1226812,1228371,202
ATP17,YDR377W,4,1228611,1228916,1228541,1229283,1228516,1229189,166
LSM6,YDR378C,4,1229609,1229349,1229627,1229140,1229627,1229185,464
RGA2,YDR379W,4,1230167,1233196,1230091,1233274,1230033,1233279,464
ARO10,YDR380W,4,1234218,1236125,1234115,1236253,1234113,1236250,575
YRA1,YDR381W,4,1236558,1238004,1236475,1238196,1236461,1238196,222
RPP2B,YDR382W,4,1239492,1239824,1239411,1239975,1239411,1239969,560
NKP1,YDR383C,4,1240676,1239960,1240695,1239893,1240698,1239898,348
ATO3,YDR384C,4,1242031,1241204,1242108,1241043,1242116,1241043,1000
EFT2,YDR385W,4,1243230,1245758,1243194,1245920,1243184,1245910,1000
MUS81,YDR386W,4,1246084,1247982,1246063,1248091,1246076,1248091,143
YDR387C,YDR387C,4,1249821,1248154,1249967,1247971,1249967,1248018,168
RVS167,YDR388W,4,1250186,1251634,1250135,1251755,1250160,1251755,168
SAC7,YDR389W,4,1252537,1254501,1252021,1254748,1252015,1254756,266
UBA2,YDR390C,4,1256847,1254937,1256876,1254885,1256876,1254852,401
YDR391C,YDR391C,4,1258056,1257358,1258067,1257277,1258067,1257300,586
SPT3,YDR392W,4,1258696,1259709,1258653,1259839,1258626,1259839,586
SHE9,YDR393W,4,1259901,1261271,1259875,1261437,NaN,1261437,36
RPT3,YDR394W,4,1261681,1262967,1261588,1263054,1261577,1263062,151
SXM1,YDR395W,4,1263324,1266158,1263208,1266255,1263202,1266251,154
YDR396W,YDR396W,4,1266295,1266795,NaN,NaN,NaN,NaN,NaN
NCB2,YDR397C,4,1266898,1266366,1266962,1266268,1266948,1266195,452
UTP5,YDR398W,4,1267471,1269402,1267414,1269508,1267435,1269508,452
HPT1,YDR399W,4,1270068,1270733,1269999,1270839,1269999,1270846,491
URH1,YDR400W,4,1271063,1272085,1271036,1272240,1271043,1272254,197
YDR401W,YDR401W,4,1272223,1272786,NaN,NaN,NaN,NaN,NaN
DIT2,YDR402C,4,1273703,1272234,NaN,NaN,NaN,1272191,NaN
DIT1,YDR403W,4,1274602,1276212,1275389,1276317,NaN,1276442,1000
RPB7,YDR404C,4,1277169,1276654,1277361,1276498,1277361,1276506,232
MRP20,YDR405W,4,1277646,1278437,1277593,1278545,1277593,1278578,232
PDR15,YDR406W,4,1279210,1283799,NaN,NaN,1279089,1283913,NaN
TRS120,YDR407C,4,1287938,1284069,1288017,1284017,1288018,1284000,26
ADE8,YDR408C,4,1288859,1288215,1288905,1288043,1288920,1288045,476
SIZ1,YDR409W,4,1289406,1292120,1289381,1292365,1289367,1292452,476
STE14,YDR410C,4,1293091,1292372,1293139,1292269,1293154,1292300,166
DFM1,YDR411C,4,1294394,1293369,1294444,1293305,1294416,1293305,200
RRP17,YDR412W,4,1294693,1295400,1294644,1295541,1294644,1295551,200
YDR413C,YDR413C,4,1295411,1294836,NaN,NaN,NaN,NaN,NaN
ERD1,YDR414C,4,1296686,1295598,1296883,1295460,1296863,1295440,60
YDR415C,YDR415C,4,1298161,1297037,1298215,1296943,1298205,1296947,146
SYF1,YDR416W,4,1298432,1301011,1298361,1301043,1298336,1301043,146
YDR417C,YDR417C,4,1301926,1301555,NaN,NaN,NaN,NaN,NaN
RPL12B,YDR418W,4,1301616,1302113,1301582,1302194,1301590,1302214,539
RAD30,YDR419W,4,1303174,1305072,1303169,1305407,1303168,1305429,975
HKR1,YDR420W,4,1306267,1311675,1305893,1311757,1306000,1311862,486
ARO80,YDR421W,4,1312040,1314892,1311975,1314921,1311950,1315162,218
SIP1,YDR422C,4,1317773,1315326,1317829,1315036,1317829,1315270,164
CAD1,YDR423C,4,1319275,1318046,1319241,1317993,1319247,1317977,97
DYN2,YDR424C,4,1319841,1319387,1319867,1319338,1319867,1319344,114
SNX41,YDR425W,4,1320064,1321941,1319981,1321957,1320014,NaN,114
YDR426C,YDR426C,4,1322006,1321629,NaN,NaN,NaN,NaN,NaN
RPN9,YDR427W,4,1322205,1323386,1322173,1323468,1322173,1323468,216
BNA7,YDR428C,4,1324239,1323454,1324272,1323347,1324267,1323347,88
TIF35,YDR429C,4,1325301,1324477,1325319,1324360,1325319,1324352,125
CYM1,YDR430C,4,1328470,1325501,1328552,1325444,1328527,1325450,203
YDR431W,YDR431W,4,1328390,1328701,NaN,NaN,NaN,NaN,NaN
NPL3,YDR432W,4,1328783,1330027,1328755,1330277,1328755,1330135,203
YDR433W,YDR433W,4,1329600,1330040,1328755,1330277,NaN,NaN,203
GPI17,YDR434W,4,1331237,1332841,1331141,1332956,1331141,1332956,864
PPM1,YDR435C,4,1333969,1332983,1333981,1332824,1333981,1332857,708
PPZ2,YDR436W,4,1334821,1336953,1334689,1337114,1334576,1337115,708
GPI19,YDR437W,4,1337352,1337774,1337285,1339481,1337293,NaN,171
THI74,YDR438W,4,1338274,1339386,1337285,1339481,1338211,1339486,171
LRS4,YDR439W,4,1339676,1340719,1339589,1340882,1339624,1340910,108
DOT1,YDR440W,4,1342493,1344241,1342406,1344344,1342398,1344328,1000
APT2,YDR441C,4,1345062,1344517,1345201,1344273,1345211,1344352,176
YDR442W,YDR442W,4,1345647,1346039,1345633,1346766,NaN,NaN,256
SSN2,YDR443C,4,1349938,1345676,1350025,1345377,1350027,1345342,180
YDR444W,YDR444W,4,1350290,1352353,1350205,1352398,1350225,1352402,180
YDR445C,YDR445C,4,1352589,1352182,NaN,NaN,NaN,NaN,NaN
ECM11,YDR446W,4,1353725,1354633,NaN,NaN,1353709,NaN,NaN
RPS17B,YDR447C,4,1355553,1354829,1355583,1354711,1355574,1354711,390
ADA2,YDR448W,4,1356065,1357369,1355973,1357437,1356012,1357598,390
UTP6,YDR449C,4,1358902,1357580,1358943,1357510,1358931,1357522,959
RPS18A,YDR450W,4,1359923,1360798,1359902,1360913,1359902,1360915,959
YHP1,YDR451C,4,1362181,1361120,1362234,1360938,1362234,1360908,506
PPN1,YDR452W,4,1362878,1364902,1362740,1365067,1362740,1365090,506
TSA2,YDR453C,4,1365662,1365072,1365730,1364985,1365401,1364988,431
GUK1,YDR454C,4,1366827,1366264,1366843,1366161,1366864,1366161,592
YDR455C,YDR455C,4,1367681,1367373,NaN,NaN,NaN,NaN,NaN
NHX1,YDR456W,4,1367485,1369386,1367435,1369492,1367457,1369492,592
TOM1,YDR457W,4,1369790,1379596,1369661,1379701,1369676,1379652,169
HEH2,YDR458C,4,1382046,1380055,1382080,1379881,1382095,1379881,72
PFA5,YDR459C,4,1383443,1382319,1383545,1382152,1383539,1382152,126
TFB3,YDR460W,4,1383811,1384776,1383691,1384878,1383671,1384877,20
MFA1,YDR461W,4,1385176,1385286,1383671,1385435,1385153,1385432,126
MRPL28,YDR462W,4,1386073,1386516,1386021,1386644,1386019,1386639,233
STP1,YDR463W,4,1386816,1388375,1386776,1388578,1386788,1388578,132
SPP41,YDR464W,4,1388872,1393179,1388749,1393317,1388781,1393337,171
RMT2,YDR465C,4,1394574,1393336,1394617,1393167,1394617,1393200,409
PKH3,YDR466W,4,1395121,1397817,1395026,1397979,1395007,1398050,409
YDR467C,YDR467C,4,1397909,1397583,1398643,1396786,NaN,NaN,151
TLG1,YDR468C,4,1398700,1398026,1398794,1397907,1398752,1397903,181
SDC1,YDR469W,4,1399015,1399542,1398975,1399609,1399014,1399607,181
UGO1,YDR470C,4,1401214,1399706,1401305,1399531,1401299,1399534,440
RPL27B,YDR471W,4,1401770,1402564,1401745,1402681,1401745,1402681,440
TRS31,YDR472W,4,1403322,1404173,1403257,1404297,1403252,1404297,576
PRP3,YDR473C,4,1405854,1404445,1405922,1404359,1405925,1404207,1000
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JIP4,YDR475C,4,1410094,1407464,1410192,1407353,NaN,1407402,59
YDR476C,YDR476C,4,1411127,1410453,1411145,1410251,1411145,1410251,934
SNF1,YDR477W,4,1412373,1414274,1412079,1414411,1412079,1414402,934
SNM1,YDR478W,4,1414575,1415171,1414555,1415473,1414538,1415237,144
PEX29,YDR479C,4,1416874,1415210,1416922,1415126,1416922,1415126,419
DIG2,YDR480W,4,1417399,1418370,1417341,1418445,1417325,1418524,419
PHO8,YDR481C,4,1420250,1418550,1420298,1418524,1420283,1418440,29
CWC21,YDR482C,4,1420838,1420431,1420852,1420327,1420875,1420331,279
KRE2,YDR483W,4,1421157,1422485,1421131,1422597,1421131,1422613,279
VPS52,YDR484W,4,1422763,1424688,1422721,1424793,1422714,1424821,124
VPS72,YDR485C,4,1427207,1424820,1427228,1424670,1427234,1424563,59
VPS60,YDR486C,4,1428120,1427431,1428129,1427287,1428129,1427303,121
RIB3,YDR487C,4,1428980,1428354,1429033,1428250,1429059,1428259,1000
PAC11,YDR488C,4,1430789,1429188,1430800,1428259,1430838,1429021,199
SLD5,YDR489W,4,1431012,1431896,1430999,1432311,1431003,1431976,199
PKH1,YDR490C,4,1434268,1431968,1434353,1431885,1434353,1431800,417
YDR491C,YDR491C,4,1434991,1434500,NaN,NaN,NaN,NaN,NaN
IZH1,YDR492W,4,1434924,1435874,1434770,1435943,1434770,1435966,417
MZM1,YDR493W,4,1436217,1436588,1436116,1436690,1436129,1436708,173
RSM28,YDR494W,4,1436930,1438015,1436897,1438090,1436866,1438092,207
VPS3,YDR495C,4,1441150,1438115,1441209,1438089,1441195,1437922,150
PUF6,YDR496C,4,1443403,1441433,1443431,1441359,1443431,1441359,173
ITR1,YDR497C,4,1445467,1443713,1445542,1443604,1445542,1443629,251
SEC20,YDR498C,4,1446994,1445843,1447029,1445793,1447037,1445770,784
LCD1,YDR499W,4,1447830,1450073,1447813,1450109,1447791,1450193,784
RPL37B,YDR500C,4,1450853,1450198,1450874,1450108,1450901,1450108,362
PLM2,YDR501W,4,1451353,1452918,1451236,1453098,1451329,1453098,362
SAM2,YDR502C,4,1454464,1453310,1454512,1453017,1454512,1453017,322
LPP1,YDR503C,4,1455866,1455042,1455931,1454834,1455949,1454883,154
SPG3,YDR504C,4,1456694,1456311,1459451,1456085,NaN,1456076,43
PSP1,YDR505C,4,1459220,1456695,1459494,1456085,1459409,1456401,1000
YDR506C,YDR506C,4,1461554,1459728,1461593,1459304,1461572,NaN,583
GIN4,YDR507C,4,1465786,1462358,1465824,1462176,1465911,1462177,612
GNP1,YDR508C,4,1468444,1466453,1468488,1466436,1468488,1466239,848
YDR509W,YDR509W,4,1468226,1468573,NaN,NaN,NaN,NaN,NaN
SMT3,YDR510W,4,1469400,1469705,1469336,1469847,1469315,1469834,848
ACN9,YDR511W,4,1470017,1470418,1469992,1470501,1470032,1470501,145
EMI1,YDR512C,4,1471063,1470500,1470833,1470425,1470809,1470397,162
GRX2,YDR513W,4,1471017,1471448,1470995,1471530,1470995,1471530,162
YDR514C,YDR514C,4,1472999,1471548,1473060,1471457,1473074,1471452,142
SLF1,YDR515W,4,1473429,1474772,1473202,1474860,1473213,1474847,142
EMI2,YDR516C,4,1476476,1474974,1476528,1474868,NaN,1474856,638
GRH1,YDR517W,4,1477239,1478357,1477166,1478460,1477145,1478460,638
EUG1,YDR518W,4,1478608,1480161,1478583,1480211,1478583,1480211,123
FPR2,YDR519W,4,1480425,1480832,1480417,1481045,1480417,1481040,206
URC2,YDR520C,4,1483403,1481085,1483485,1480959,1483501,1480950,1000
YDR521W,YDR521W,4,1483141,1483476,NaN,NaN,NaN,NaN,NaN
SPS2,YDR522C,4,1485303,1483795,NaN,NaN,NaN,NaN,NaN
SPS1,YDR523C,4,1487038,1485566,1487033,1485689,NaN,NaN,227
AGE1,YDR524C,4,1488990,1487542,1489060,1487260,1489057,1487271,221
API2,YDR525W,4,1489905,1490234,NaN,NaN,NaN,NaN,NaN
YDR526C,YDR526C,4,1491545,1491075,NaN,NaN,NaN,NaN,NaN
RBA50,YDR527W,4,1491094,1492413,1491059,1492501,1491013,1492491,499
HLR1,YDR528W,4,1494586,1495857,1494271,1495969,1494279,1495980,1000
QCR7,YDR529C,4,1496548,1496165,1496585,1495975,1496585,1495975,59
APA2,YDR530C,4,1497768,1496791,1497775,1496644,1497773,1496638,407
CAB1,YDR531W,4,1498232,1499335,1498182,1499413,1498141,1499408,407
KRE28,YDR532C,4,1500553,1499396,1500586,1499332,1500588,1499334,785
HSP31,YDR533C,4,1502160,1501447,1502188,1501371,1502199,1501380,1000
FIT1,YDR534C,4,1504900,1503314,NaN,NaN,1504922,NaN,NaN
YDR535C,YDR535C,4,1507362,1506606,1507627,1504957,NaN,NaN,323
STL1,YDR536W,4,1508005,1509714,1507950,1509766,NaN,1509860,323
YDR537C,YDR537C,4,1511461,1510856,NaN,NaN,NaN,NaN,NaN
PAD1,YDR538W,4,1510902,1511630,1510841,1511866,1510852,1511853,1000
FDC1,YDR539W,4,1512094,1513605,1512054,1513665,1512062,1513665,188
IRC4,YDR540C,4,1517675,1517136,1517779,1516818,1517758,1516827,1000
YDR541C,YDR541C,4,1520698,1519664,1520881,1519476,1520869,1519461,1000
PAU10,YDR542W,4,1523249,1523611,NaN,NaN,NaN,NaN,NaN
YDR543C,YDR543C,4,1524933,1524634,NaN,NaN,NaN,NaN,NaN
YDR544C,YDR544C,4,1525523,1525095,NaN,NaN,NaN,NaN,NaN
YRF1-1,YDR545W,4,1526321,1531711,NaN,NaN,1525915,1531788,NaN
IRC22,YEL001C,5,150978,150301,151017,150204,151005,150206,1000
WBP1,YEL002C,5,150014,148722,150064,148633,150064,148649,140
GIM4,YEL003W,5,148176,148599,148165,148737,148167,148723,74
YEA4,YEL004W,5,146951,147979,146918,148091,146919,148312,127
VAB2,YEL005C,5,146755,145907,146791,145834,146791,145825,127
YEA6,YEL006W,5,144327,145334,144294,145706,144270,145702,260
YEL007W,YEL007W,5,141892,143892,141498,144034,141640,143925,237
YEL008W,YEL008W,5,140512,140892,140400,141261,NaN,NaN,66
GCN4,YEL009C,5,139763,138918,140334,138823,140334,138823,66
YEL010W,YEL010W,5,136279,136629,NaN,NaN,NaN,NaN,NaN
GLC3,YEL011W,5,133120,135234,133089,135346,NaN,135283,429
UBC8,YEL012W,5,131772,132551,131677,132660,131677,132660,667
VAC8,YEL013W,5,128825,130561,128576,131010,128588,130735,214
YEL014C,YEL014C,5,128608,128303,NaN,NaN,NaN,NaN,NaN
EDC3,YEL015W,5,126629,128284,126596,128362,126596,128450,195
NPP2,YEL016C,5,126218,124737,126401,124645,126396,124537,195
GTT3,YEL017W,5,123657,124670,123616,124761,123647,124761,652
EAF5,YEL018W,5,121471,122310,121467,122403,121467,122400,142
MMS21,YEL019C,5,121301,120498,121325,120381,121311,120281,142
YEL020C,YEL020C,5,120299,118617,NaN,NaN,NaN,118509,NaN
URA3,YEL021W,5,116167,116970,116134,117051,NaN,117268,261
GEA2,YEL022W,5,111421,115800,111337,115873,111354,115876,225
YEL023C,YEL023C,5,110552,108504,111112,108378,111113,108385,225
RIP1,YEL024W,5,107260,107907,107159,108311,107199,NaN,226
YEL025C,YEL025C,5,106147,102581,106933,102309,106164,102297,226
SNU13,YEL026W,5,101943,102323,101853,102394,101853,102394,349
VMA3,YEL027W,5,100769,101251,100706,101504,100699,101504,1000
YEL028W,YEL028W,5,98668,99129,98074,99663,NaN,NaN,213
BUD16,YEL029C,5,97796,96858,97861,96729,97861,96590,213
ECM10,YEL030W,5,94644,96578,94209,96577,NaN,96890,202
SPF1,YEL031W,5,90258,93905,90227,94007,90227,94007,191
MCM3,YEL032W,5,86937,89852,86886,90036,86886,90004,618
MTC7,YEL033W,5,86179,86598,NaN,NaN,NaN,86653,NaN
HYP2,YEL034W,5,85676,86149,85623,86181,85615,86367,183
UTR5,YEL035C,5,85545,85045,NaN,NaN,NaN,NaN,NaN
ANP1,YEL036C,5,84552,83050,84697,82966,84697,82966,743
RAD23,YEL037C,5,82603,81407,82762,81252,82762,81245,204
UTR4,YEL038W,5,80462,81145,80443,81199,80415,81196,294
CYC7,YEL039C,5,79977,79636,80149,79531,80125,NaN,294
UTR2,YEL040W,5,78053,79456,78037,79594,78037,79602,452
YEF1,YEL041W,5,75944,77431,75665,77585,75675,77756,194
GDA1,YEL042W,5,73771,75327,73615,75471,73687,75473,175
YEL043W,YEL043W,5,70478,73348,70441,73440,70444,73414,70
IES6,YEL044W,5,69757,70257,69751,70371,69740,70308,857
YEL045C,YEL045C,5,69265,68840,NaN,NaN,NaN,NaN,NaN
GLY1,YEL046C,5,68792,67629,68894,67043,68894,67506,857
YEL047C,YEL047C,5,66797,65385,66821,65397,66811,65305,222
TCA17,YEL048C,5,65167,64709,65178,64168,65188,NaN,219
PAU2,YEL049W,5,63728,64090,63373,64244,63428,NaN,1000
RML2,YEL050C,5,60851,59670,60902,59499,60902,59516,1000
VMA8,YEL051W,5,58378,59148,58331,59261,58331,59254,162
AFG1,YEL052W,5,56571,58100,56536,58169,56535,58166,351
MAK10,YEL053C,5,56102,53901,56185,53818,56148,53818,351
RPL12A,YEL054C,5,53218,52721,53245,52603,53245,52483,573
POL5,YEL055C,5,51539,48471,51594,48399,51594,48281,1000
HAT2,YEL056W,5,47168,48373,47105,48457,47117,48483,1000
YEL057C,YEL057C,5,45721,45020,45853,44901,46034,44942,1000
PCM1,YEL058W,5,43252,44925,43226,44999,43214,44999,549
HHY1,YEL059W,5,42652,42960,42462,45163,NaN,NaN,118
PRB1,YEL060C,5,41953,40046,42008,39805,42008,39895,336
CIN8,YEL061C,5,39537,36535,39661,36317,39670,36273,144
NPR2,YEL062W,5,34407,36254,34394,36393,NaN,36401,697
CAN1,YEL063C,5,33466,31694,33697,31403,33685,31414,697
AVT2,YEL064C,5,31239,29797,31272,29492,31284,29688,131
SIT1,YEL065W,5,27657,29543,27626,29618,27637,29620,343
HPA3,YEL066W,5,26667,27206,26644,27283,26702,27283,639
YEL067C,YEL067C,5,26776,26189,26933,25989,26538,NaN,350
YEL068C,YEL068C,5,25978,25646,26005,25494,NaN,NaN,639
HXT13,YEL069C,5,23231,21537,NaN,NaN,NaN,NaN,NaN
DSF1,YEL070W,5,19589,21097,NaN,NaN,NaN,21219,NaN
DLD3,YEL071W,5,16355,17845,16319,17950,16342,17967,1000
RMD6,YEL072W,5,13720,14415,13590,14724,13600,14745,1000
YEL073C,YEL073C,5,7553,7230,NaN,NaN,NaN,NaN,NaN
YEL074W,YEL074W,5,6126,6464,NaN,NaN,NaN,NaN,NaN
YEL075C,YEL075C,5,5713,5345,NaN,NaN,NaN,NaN,NaN
YEL076C,YEL076C,5,5114,4464,NaN,NaN,NaN,NaN,NaN
YEL077C,YEL077C,5,4097,264,NaN,NaN,NaN,NaN,NaN
MNN1,YER001W,5,153520,155808,153471,155912,153471,155912,1000
NOP16,YER002W,5,156803,157498,156754,157592,156754,157586,842
PMI40,YER003C,5,159118,157736,159149,157506,159162,157672,423
FMP52,YER004W,5,159580,160275,159572,160536,159570,160529,423
YND1,YER005W,5,160550,162442,160505,162561,NaN,162578,933
NUG1,YER006W,5,162723,164285,162684,164345,162696,164379,123
PAC2,YER007W,5,164527,166083,164506,166227,164504,166238,161
SEC3,YER008C,5,171818,167808,171886,167734,171884,167735,193
NTF2,YER009W,5,172115,172492,172079,172662,172081,172666,193
YER010C,YER010C,5,173338,172634,173361,172541,173367,172568,1000
TIR1,YER011W,5,175248,176012,175194,176144,175194,176166,1000
PRE1,YER012W,5,177835,178431,177764,178560,177773,178560,1000
PRP22,YER013W,5,178841,182278,178818,182274,178807,182357,258
HEM14,YER014W,5,182600,184219,182546,184334,182569,184330,272
FAA2,YER015W,5,184541,186775,184519,187028,184519,187014,185
BIM1,YER016W,5,188277,189311,188257,189424,188243,189429,1000
AFG3,YER017C,5,191788,189503,191884,189340,191869,189322,533
SPC25,YER018C,5,192624,191959,192679,191881,192687,191885,1000
ISC1,YER019W,5,192797,194230,192417,194311,192884,194319,533
GPA2,YER020W,5,195168,196517,195101,196688,195074,196691,510
RPN3,YER021W,5,196948,198519,196917,198645,196886,198645,229
SRB4,YER022W,5,198812,200875,198784,200974,198776,200974,139
PRO3,YER023W,5,201076,201936,201048,202005,201040,202005,74
YAT2,YER024W,5,202192,204963,202162,205026,NaN,205058,157
GCD11,YER025W,5,205251,206834,205197,207094,205225,207094,171
CHO1,YER026C,5,208474,207644,208505,207515,208505,207515,237
GAL83,YER027C,5,210232,208979,210315,208742,210304,208962,321
